instruction,intent,instruction_hi,intent_hi
i dont want purchase {{Order Number}},cancel_order,मैं {{ऑर्डर नंबर}} खरीदना नहीं चाहता,आदेश रद्द
I don't want order {{Order Number}},cancel_order,मुझे आदेश नहीं चाहिए {{ऑर्डर नंबर}},आदेश रद्द
question about canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के बारे में प्रश्न {{ऑर्डर नंबर}},आदेश रद्द
"I purchased some product, cancel order {{Order Number}}",cancel_order,"मैंने कुछ उत्पाद खरीदे, ऑर्डर रद्द करें {{ऑर्डर नंबर}}",आदेश रद्द
help canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने में मदद करें {{ऑर्डर नंबर}},आदेश रद्द
have a question abut canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के बारे में एक प्रश्न है {{ऑर्डर नंबर}},आदेश रद्द
I can't pay for purchase {{Order Number}},cancel_order,मैं {{ऑर्डर नंबर}} खरीदने के लिए भुगतान नहीं कर सकता,आदेश रद्द
problems with cancelling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ समस्याएं {{ऑर्डर नंबर}},आदेश रद्द
I have to cancel purchase {{Order Number}},cancel_order,मुझे खरीद को रद्द करना होगा {{ऑर्डर नंबर}}},आदेश रद्द
where do I cancel purchase {{Order Number}}?,cancel_order,मैं खरीद {{ऑर्डर नंबर}} कहां रद्द करूं?,आदेश रद्द
what do i have to do to cancel purchase {{Order Number}},cancel_order,खरीद को रद्द करने के लिए मुझे क्या करना है {{ऑर्डर नंबर}},आदेश रद्द
I don't know how to cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि कैसे खरीदें {{ऑर्डर नंबर}} को रद्द करें,आदेश रद्द
where to cancel purchase {{Order Number}}?,cancel_order,खरीदें {{ऑर्डर नंबर}} कहां रद्द करें?,आदेश रद्द
problem with cancelig order {{Order Number}},cancel_order,रद्द करने के आदेश {{ऑर्डर नंबर}} के साथ समस्या,आदेश रद्द
problem with canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ समस्या {{ऑर्डर नंबर}},आदेश रद्द
I need help with canceling purchase {{Order Number}},cancel_order,मुझे खरीद को रद्द करने में मदद चाहिए {{ऑर्डर नंबर}},आदेश रद्द
problems with canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ समस्याएं {{ऑर्डर नंबर}},आदेश रद्द
I'm rtying to cancel order {{Order Number}},cancel_order,मैं ऑर्डर {{ऑर्डर नंबर}} को रद्द करने का प्रयास कर रहा हूं,आदेश रद्द
I need help with cancelling purhase {{Order Number}},cancel_order,मुझे खरीद को रद्द करने में मदद चाहिए {{ऑर्डर नंबर}},आदेश रद्द
